was_delayed,daily_rainfall,did_rain,Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,event_id
False,2.543,False,US,08/01/2014,2153, ,LGA,15:00,20191118194409228
True,1.709,True,US,05/22/2014,2123,N833AW,DCA,17:00,20191118194411920
True,2.529,True,US,11/26/2014,2131,N738US,DCA,21:00,20191118194407432
False,1.066,True,US,05/28/2014,2139,N828AW,LGA,08:00,20191118194412203
False,1.392,False,US,11/03/2014,1827,N958UW,PHL,11:30,20191118194406189
False,0.224,False,US,02/24/2014,1703,N961UW,PHL,13:30,20191118194401142
False,1.278,False,US,03/02/2014,2127, ,DCA,18:00,20191118194407614
False,0.635,False,US,06/12/2014,2119,N755US,DCA,15:00,20191118194414253
False,0.741,False,US,07/24/2014,738,N765US,PHL,17:30,20191118194418013
False,2.006,False,US,07/08/2014,1809,N965UW,PHL,09:30,20191118194417146
False,1.803,False,US,11/16/2014,2155,N963UW,LGA,16:00,20191118194406905
False,2.154,True,US,04/08/2014,543,N830AW,PHL,07:00,20191118194404889
False,1.531,True,US,04/07/2014,1739,N948UW,PHL,05:30,20191118194404839
False,1.366,True,US,01/21/2014,2051,N172US,PHL,06:30,20191118194403957
True,1.923,False,US,02/12/2014,2051,N556UW,PHL,06:30,20191118194400557
False,1.393,False,US,04/02/2014,2131,N758US,DCA,21:00,20191118194404621
False,0.54,False,US,06/25/2014,2033,N951UW,PHL,12:30,20191118194414932
True,2.076,True,US,02/18/2014,1703,N947UW,PHL,13:30,20191118194400839
False,2.171,True,US,08/02/2014,1700,N655AW,PHL,09:30,20191118194409243
False,2.076,False,US,08/08/2014,2137,N954UW,LGA,07:00,20191118194409596
False,0.19,False,US,11/18/2014,2111,N803AW,DCA,11:00,20191118194406998
False,1.274,False,US,08/19/2014,1799,N537UW,CLT,14:40,20191118194410129
False,0.83,False,US,02/11/2014,2119,N770UW,DCA,14:00,20191118194400510
True,2.97,True,US,05/16/2014,2089,N953UW,PHL,17:00,20191118194411596
True,0.502,False,US,12/12/2014,1918,N951UW,PHL,19:30,20191118194412974
False,2.35,False,US,02/24/2014,728,N767UW,PHL,17:30,20191118194401137
False,0.973,False,US,06/02/2014,2125,N835AW,DCA,18:00,20191118194413700
False,1.415,False,US,04/03/2014,2040,N961UW,PHL,12:30,20191118194404666
False,2.981,False,US,03/26/2014,2135,N944UW,LGA,06:45,20191118194408906
False,2.357,False,US,08/25/2014,2153,N963UW,LGA,15:00,20191118194410478
True,0.945,True,US,10/23/2014,2147,N956UW,LGA,12:00,20191118194402654
False,0.624,True,US,02/20/2014,2131,N742PS,DCA,20:00,20191118194400990
False,2.636,False,US,10/14/2014,2147,N951UW,LGA,12:00,20191118194402160
False,2.174,False,US,06/29/2014,2001,N746UW,PHL,07:30,20191118194415136
False,1.076,True,US,08/22/2014,2123,N747UW,DCA,17:00,20191118194410336
False,2.132,False,US,06/12/2014,2151,N949UW,LGA,14:00,20191118194414269
False,1.883,False,US,09/19/2014,2056,N183UW,CLT,12:50,20191118194416206
False,1.676,False,US,10/13/2014,1799,N190UW,CLT,14:40,20191118194402063
False,1.108,True,US,05/01/2014,2033,N956UW,PHL,12:30,20191118194410795
False,0.66,False,US,07/30/2014,2127,N832AW,DCA,19:00,20191118194418361
False,1.608,True,US,03/20/2014,1809,N947UW,PHL,09:30,20191118194408567
False,2.648,False,US,03/27/2014,1703,N956UW,PHL,13:30,20191118194408933
False,1.83,False,US,09/08/2014,2137,N951UW,LGA,07:00,20191118194415619
False,2.209,True,US,04/08/2014,2105,N714US,DCA,08:00,20191118194404919
False,1.821,True,US,05/19/2014,2133,N957UW,LGA,06:00,20191118194411741
False,2.032,False,US,03/24/2014,2159,N944UW,LGA,18:00,20191118194408798
False,0.597,True,US,07/03/2014,1703,N949UW,PHL,13:30,20191118194416927
False,1.947,False,US,06/18/2014,2117,N762US,DCA,14:00,20191118194414566
False,2.014,True,US,02/18/2014,2155, ,LGA,16:00,20191118194400883
False,2.752,False,US,08/05/2014,2145,N956UW,LGA,11:00,20191118194409415
False,0.871,False,US,05/07/2014,752,N508AY,CLT,08:05,20191118194411085
False,0.29,True,US,06/26/2014,2121,N838AW,DCA,16:00,20191118194415008
False,0.689,True,US,03/12/2014,740,N946UW,PHL,15:30,20191118194408120
False,2.855,False,US,03/06/2014,1819,N944UW,PHL,10:30,20191118194407820
False,0.439,True,US,05/22/2014,1904,N824AW,CLT,05:00,20191118194411901
False,2.192,True,US,07/27/2014,1933,N955UW,PHL,05:30,20191118194418170
False,0.161,False,US,09/20/2014,2109,N952UW,DCA,10:00,20191118194416259
False,1.06,False,US,08/10/2014,1703,N945UW,PHL,13:30,20191118194409649
False,2.45,False,US,03/14/2014,2109,N749US,DCA,10:00,20191118194408269
False,2.821,False,US,05/20/2014,2141,N955UW,LGA,09:00,20191118194411805
False,2.058,False,US,07/18/2014,629,N552UW,PHX,16:30,20191118194417692
False,0.899,False,US,08/23/2014,2113,N961UW,DCA,12:00,20191118194410379
False,0.945,False,US,03/24/2014,657,N662AW,CLT,09:40,20191118194408744
False,1.36,True,US,12/18/2014,2157,N955UW,LGA,17:00,20191118194413285
False,1.978,False,US,03/18/2014,2137,N957UW,LGA,07:00,20191118194408473
False,1.367,False,US,08/29/2014,1776,N947UW,PHL,14:30,20191118194410679
True,0.901,False,US,06/19/2014,1752,N179UW,CLT,21:00,20191118194414605
False,2.816,False,US,05/05/2014,2101,N823AW,DCA,06:00,20191118194410985
False,0.236,True,US,12/01/2014,2033,N961UW,PHL,12:30,20191118194412391
False,0.208,True,US,04/07/2014,2109,N755US,DCA,10:00,20191118194404861
False,2.512,True,US,10/03/2014,2133,N967UW,LGA,06:00,20191118194401596
False,0.449,False,US,07/02/2014,1700,N195UW,CLT,11:10,20191118194416863
False,0.402,False,US,08/19/2014,2125,N832AW,DCA,18:00,20191118194410155
False,0.357,False,US,03/07/2014,2153,N965UW,LGA,15:00,20191118194407919
False,0.705,True,US,08/22/2014,2119,N815AW,DCA,15:00,20191118194410334
False,2.987,False,US,06/19/2014,2115,N824AW,DCA,13:00,20191118194414628
True,1.545,False,US,10/13/2014,1918,N949UW,PHL,19:30,20191118194402072
False,1.759,True,US,08/07/2014,543,N109UW,PHL,06:30,20191118194409487
False,0.746,True,US,04/22/2014,582,N831AW,PHX,06:10,20191118194405624
False,0.757,True,US,02/19/2014,2147,N764US,LGA,12:00,20191118194400938
False,0.445,True,US,03/13/2014,586,N677AW,PHX,19:00,20191118194408176
False,1.001,True,US,02/16/2014,2111,N733UW,DCA,10:00,20191118194400761
False,2.506,True,US,12/11/2014,2143, ,LGA,10:00,20191118194412941
False,0.143,False,US,10/05/2014,2127,N803AW,DCA,19:00,20191118194401669
False,1.672,False,US,11/20/2014,2129,N763US,DCA,20:00,20191118194407128
False,1.074,True,US,05/26/2014,2129,N760US,DCA,20:00,20191118194412091
False,2.963,False,US,07/29/2014,2157,N957UW,LGA,17:00,20191118194418315
False,1.629,True,US,11/24/2014,2125,N769US,DCA,18:00,20191118194407308
False,1.717,False,US,02/23/2014,2145,N944UW,LGA,11:00,20191118194401126
False,2.043,False,US,04/29/2014,2103,N752US,DCA,07:00,20191118194406021
False,0.367,False,US,11/07/2014,1918,N948UW,PHL,19:30,20191118194406437
False,2.135,False,US,11/19/2014,1776,N945UW,PHL,14:30,20191118194407039
False,0.024,True,US,07/16/2014,1904,N831AW,CLT,05:00,20191118194417587
False,2.096,False,US,01/24/2014,2051,N536UW,PHL,06:30,20191118194404135
False,0.451,False,US,06/28/2014,1980,N766US,CLT,05:00,20191118194415111
False,1.483,True,US,05/23/2014,1917, ,PHL,07:00,20191118194411964
False,1.422,False,US,03/23/2014,1827,N950UW,PHL,11:30,20191118194408711
False,0.477,False,US,03/07/2014,2123,N710UW,DCA,17:00,20191118194407904
False,0.162,True,US,10/16/2014,2147,N959UW,LGA,12:00,20191118194402283
False,0.556,False,US,10/20/2014,2159,N944UW,LGA,18:00,20191118194402477
False,2.313,False,US,01/01/2014,1789,N967UW,PHL,09:00,20191118194403093
False,2.959,False,US,11/22/2014,669,N757UW,PHL,09:30,20191118194407207
False,0.306,False,US,08/05/2014,2103,N802AW,DCA,07:00,20191118194409394
False,1.905,False,US,06/23/2014,2157,N948UW,LGA,17:00,20191118194414841
True,1.953,False,US,11/03/2014,2155,N952UW,LGA,16:00,20191118194406227
False,0.668,True,US,12/18/2014,2137,N961UW,LGA,07:00,20191118194413280
False,2.041,False,US,01/12/2014,2143,N957UW,LGA,10:00,20191118194403535
False,2.081,True,US,08/27/2014,2123,N834AW,DCA,17:00,20191118194410582
False,0.771,True,US,10/29/2014,629,N580UW,PHX,16:35,20191118194402913
False,0.89,False,US,10/17/2014,2139,N944UW,LGA,08:00,20191118194402340
False,0.387,True,US,04/15/2014,2107,N770UW,DCA,09:00,20191118194405289
False,0.211,True,US,02/13/2014,722, ,PHL,18:30,20191118194400597
False,1.31,True,US,06/26/2014,2155,N967UW,LGA,16:00,20191118194415025
False,1.614,False,US,11/20/2014,2163,N949UW,LGA,20:00,20191118194407145
False,2.019,False,US,10/28/2014,2147,N955UW,LGA,12:00,20191118194402902
False,1.305,False,US,03/27/2014,2109,N746UW,DCA,10:00,20191118194408955
False,1.265,False,US,03/04/2014,1776,N953UW,PHL,14:30,20191118194407694
False,2.996,True,US,04/07/2014,582,N825AW,PHX,06:10,20191118194404830
False,0.98,True,US,08/13/2014,2109,N817AW,DCA,10:00,20191118194409834
False,2.346,False,US,08/26/2014,722,N961UW,PHL,18:30,20191118194410489
False,0.256,False,US,09/11/2014,1827,N965UW,PHL,11:30,20191118194415768
False,1.661,False,US,08/23/2014,800,N957UW,CLT,19:05,20191118194410364
False,0.69,False,US,10/14/2014,2147,N951UW,LGA,12:00,20191118194402160
False,0.054,True,US,12/18/2014,2105,N967UW,DCA,08:00,20191118194413268
False,2.537,True,US,06/17/2014,1809,N951UW,PHL,09:30,20191118194414485
False,2.605,True,US,10/29/2014,1703,N958UW,PHL,13:30,20191118194402922
False,0.974,False,US,01/17/2014,2109,N763US,DCA,09:00,20191118194403804
False,1.445,False,US,10/18/2014,2013,N111US,CLT,11:10,20191118194402368
False,2.978,False,US,06/29/2014,2151,N957UW,LGA,14:00,20191118194415157
False,0.631,False,US,03/11/2014,2125,N766US,DCA,18:00,20191118194408093
False,1.71,False,US,01/20/2014,2157,N948UW,LGA,17:00,20191118194403932
False,1.174,False,US,05/15/2014,2133,N967UW,LGA,06:00,20191118194411552
False,1.752,False,US,04/21/2014,2131,N764US,DCA,21:00,20191118194405608
True,2.786,True,US,12/11/2014,698,N950UW,PHL,13:25,20191118194412899
False,2.93,False,US,08/03/2014,2125,N957UW,DCA,18:00,20191118194409292
False,0.093,False,US,08/14/2014,445,N563UW,CLT,06:10,20191118194409862
False,0.04,False,US,04/20/2014,773,N722US,PHL,08:30,20191118194405531
False,0.329,False,US,08/24/2014,2123,N967UW,DCA,17:00,20191118194410412
False,2.548,False,US,11/05/2014,2147,N961UW,LGA,12:00,20191118194406344
False,0.541,True,US,09/30/2014,2103,N749US,DCA,07:00,20191118194416759
False,0.758,False,US,03/07/2014,1917,N179UW,PHL,07:30,20191118194407887
False,2.874,False,US,07/23/2014,2145,N954UW,LGA,11:00,20191118194417993
False,0.768,False,US,09/18/2014,2125,N755US,DCA,18:00,20191118194416158
False,2.797,False,US,07/23/2014,2153,N954UW,LGA,15:00,20191118194417997
False,1.965,False,US,01/15/2014,2059,N178US,CLT,11:06,20191118194403679
True,0.08,False,US,11/30/2014,2109,N755US,DCA,10:00,20191118194407540
False,1.864,True,US,08/07/2014,586,N672AW,PHX,19:15,20191118194409488
False,0.573,False,US,11/19/2014,2143,N945UW,LGA,10:00,20191118194407074
False,0.036,False,US,01/22/2014,722,N952UW,PHL,18:30,20191118194403996
False,1.424,True,US,04/23/2014,1776,N946UW,PHL,14:30,20191118194405695
False,2.233,False,US,06/12/2014,1886, ,PHL,20:30,20191118194414235
False,2.464,False,US,10/18/2014,1928,N955UW,PHL,08:30,20191118194402366
True,2.043,False,US,06/11/2014,800,N535UW,CLT,19:13,20191118194414164
False,0.864,True,US,11/13/2014,2135,N951UW,LGA,06:45,20191118194406764
False,1.098,True,US,09/06/2014,2109,N963UW,DCA,10:00,20191118194415527
False,0.931,True,US,09/21/2014,2119,N809AW,DCA,15:00,20191118194416292
False,0.316,True,US,10/04/2014,597,N817AW,PHX,10:10,20191118194401614
False,0.557,False,US,06/15/2014,2125,N954UW,DCA,18:00,20191118194414396
False,0.879,False,US,07/02/2014,2101,N767UW,DCA,06:00,20191118194416880
False,2.084,False,US,07/02/2014,2117, ,DCA,14:00,20191118194416888
False,0.552,True,US,04/23/2014,2145,N952UW,LGA,11:00,20191118194405733
False,1.76,True,US,01/06/2014,1819, ,PHL,10:30,20191118194403216
False,2.26,True,US,01/29/2014,1862,N536UW,CLT,08:00,20191118194404364
False,0.702,False,US,05/29/2014,2149,N952UW,LGA,13:00,20191118194412269
False,1.711,False,US,07/21/2014,2125,N812AW,DCA,18:00,20191118194417861
False,2.591,True,US,06/04/2014,2143,N953UW,LGA,10:00,20191118194413829
False,1.942,False,US,04/09/2014,1755,N948UW,PHL,19:30,20191118194404960
False,0.382,True,US,03/15/2014,657,N656AW,CLT,09:40,20191118194408301
True,1.786,False,US,03/25/2014,2125,N730US,DCA,18:00,20191118194408841
False,2.361,False,US,03/04/2014,2141,N963UW,LGA,09:00,20191118194407730
True,2.799,False,US,07/22/2014,597,N765US,PHX,10:15,20191118194417883
False,1.101,True,US,07/04/2014,714,N950UW,PHL,15:30,20191118194416979
False,0.07,True,US,02/20/2014,2107,N716UW,DCA,08:00,20191118194400978
False,1.862,True,US,02/15/2014,2059,N174US,CLT,11:05,20191118194400730
False,0.331,True,US,02/02/2014,2123,N730US,DCA,16:00,20191118194400056
False,2.19,True,US,10/16/2014,1755,N945UW,PHL,17:00,20191118194402243
False,0.336,False,US,10/06/2014,1917,N521UW,PHL,07:00,20191118194401701
False,1.641,False,US,07/17/2014,2129,N757UW,DCA,20:00,20191118194417670
False,1.371,True,US,03/15/2014,785,N951UW,PHL,05:30,20191118194408303
False,2.159,False,US,06/28/2014,800,N746UW,CLT,19:10,20191118194415100
False,1.578,False,US,12/12/2014,2139,N957UW,LGA,08:00,20191118194412998
False,0.43,False,US,08/05/2014,2101,N762US,DCA,06:00,20191118194409393
False,1.659,True,US,02/20/2014,538,N818AW,PHX,10:00,20191118194400947
False,1.277,False,US,11/10/2014,1726,N961UW,PHL,17:00,20191118194406553
False,0.971,True,US,02/16/2014,2080,N713UW,CLT,17:08,20191118194400757
False,0.83,False,US,06/24/2014,1904,N732US,CLT,05:00,20191118194414866
True,1.854,True,US,05/16/2014,1703,N950UW,PHL,13:30,20191118194411580
False,0.346,True,US,04/22/2014,2101,N122US,DCA,06:00,20191118194405651
False,1.449,True,US,11/24/2014,672,N152UW,PHL,07:30,20191118194407273
False,0.234,False,US,08/17/2014,2101,N959UW,DCA,06:00,20191118194410033
False,2.852,False,US,01/12/2014,2143,N957UW,LGA,10:00,20191118194403535
False,0.957,True,US,07/14/2014,2133,N967UW,LGA,06:00,20191118194417488
False,1.091,False,US,03/25/2014,2149, ,LGA,13:00,20191118194408853
False,2.722,True,US,02/19/2014,1892,N180US,CLT,11:05,20191118194400908
False,0.574,False,US,04/02/2014,2123,N752US,DCA,17:00,20191118194404617
False,2.281,False,US,08/17/2014,2143,N954UW,LGA,10:00,20191118194410048
False,0.621,False,US,10/17/2014,1886,N806AW,PHL,20:30,20191118194402311
False,2.848,False,US,09/16/2014,1995,N177US,CLT,08:10,20191118194416020
False,0.614,False,US,07/08/2014,2133,N944UW,LGA,06:00,20191118194417173
False,2.343,False,US,12/30/2014,897,N680AW,PHX,19:00,20191118194413585
False,2.641,False,US,06/08/2014,2115,N967UW,DCA,13:00,20191118194414017
False,0.683,False,US,09/26/2014,1700,N550UW,CLT,11:10,20191118194416555
False,2.839,False,US,12/04/2014,1726,N967UW,PHL,17:00,20191118194412552
False,0.997,False,US,12/20/2014,1838,N961UW,PHL,17:30,20191118194413337
False,1.156,False,US,10/09/2014,1918,N944UW,PHL,19:30,20191118194401885
True,0.294,True,US,02/21/2014,2129,N716UW,DCA,19:00,20191118194401049
False,1.359,False,US,08/26/2014,1909,N947UW,PHL,05:30,20191118194410503
False,0.427,False,US,02/24/2014,2105,N712US,DCA,07:00,20191118194401161
False,2.066,False,US,02/17/2014,2125,N730US,DCA,17:00,20191118194400815
False,2.857,False,US,01/16/2014,2153,N955UW,LGA,15:00,20191118194403766
False,0.864,True,US,01/06/2014,2149,N961UW,LGA,13:00,20191118194403239
False,0.439,False,US,06/06/2014,2121,N805AW,DCA,16:00,20191118194413942
False,2.655,False,US,03/14/2014,2115,N700UW,DCA,13:00,20191118194408272
True,2.965,True,US,02/18/2014,2127,N769US,DCA,18:00,20191118194400869
False,2.051,False,US,04/20/2014,582,N840AW,PHX,06:10,20191118194405526
False,0.661,False,US,03/05/2014,538,N812AW,PHX,10:00,20191118194407741
False,1.624,False,US,04/03/2014,2153,N945UW,LGA,15:00,20191118194404694
False,1.99,False,US,10/10/2014,1755,N967UW,PHL,17:00,20191118194401934
False,2.279,True,US,07/07/2014,1827,N957UW,PHL,11:30,20191118194417087
False,2.064,False,US,09/22/2014,1755,N954UW,PHL,19:30,20191118194416318
False,0.381,True,US,11/02/2014,2115,N961UW,DCA,13:00,20191118194406159
False,1.275,False,US,09/10/2014,2103,N752US,DCA,07:00,20191118194415719
False,0.583,False,US,12/12/2014,2129,N768US,DCA,20:00,20191118194412993
False,2.916,True,US,06/04/2014,2111,N828AW,DCA,11:00,20191118194413813
False,2.225,False,US,02/24/2014,2111,N745VJ,DCA,10:00,20191118194401164
False,2.975,True,US,02/13/2014,2030, ,PHL,11:30,20191118194400619
False,0.807,False,US,03/09/2014,2125,N708UW,DCA,18:00,20191118194407982
False,1.762,False,US,10/31/2014,2119,N755US,DCA,15:00,20191118194403066
False,2.543,False,US,03/21/2014,2030,N708UW,PHL,11:30,20191118194408638
False,2.117,False,US,10/17/2014,2133,N965UW,LGA,06:00,20191118194402337
False,1.461,False,US,04/21/2014,2103,N715UW,DCA,07:00,20191118194405594
False,1.906,False,US,10/20/2014,2125,N832AW,DCA,18:00,20191118194402460
False,2.796,True,US,11/14/2014,2127,N825AW,DCA,19:00,20191118194406820
False,0.938,True,US,01/10/2014,2059,N154UW,CLT,11:06,20191118194403442
False,1.361,False,US,09/19/2014,1755,N954UW,PHL,19:30,20191118194416191
False,1.45,False,US,09/22/2014,1909,N957UW,PHL,05:30,20191118194416326
False,1.479,False,US,08/26/2014,2137,N958UW,LGA,07:00,20191118194410529
False,0.842,False,US,07/17/2014,2139,N954UW,LGA,08:00,20191118194417675
True,1.273,False,US,08/24/2014,738,N948UW,PHL,17:30,20191118194410390
False,1.13,False,US,06/08/2014,2155,N950UW,LGA,16:00,20191118194414030
False,2.38,True,US,04/16/2014,2157,N956UW,LGA,17:00,20191118194405374
False,2.424,False,US,12/16/2014,1744,N709UW,PHL,06:30,20191118194413142
False,2.086,True,US,05/28/2014,2141,N957UW,LGA,09:00,20191118194412204
False,0.064,True,US,11/26/2014,681,N197UW,PHX,16:20,20191118194407394
True,1.4,True,US,07/07/2014,1886,N839AW,PHL,20:30,20191118194417088
False,0.549,False,US,02/17/2014,2157,N959UW,LGA,17:00,20191118194400825
False,1.408,False,US,08/01/2014,1909,N958UW,PHL,05:30,20191118194409196
False,2.689,True,US,05/17/2014,2119,N965UW,DCA,15:00,20191118194411652
False,0.289,True,US,09/30/2014,2105,N750UW,DCA,08:00,20191118194416760
False,2.981,True,US,02/20/2014,1938,N703UW,CLT,17:08,20191118194400972
False,2.674,True,US,05/10/2014,1775,N957UW,PHL,13:30,20191118194411268
False,2.386,False,US,02/10/2014,2030,N742PS,PHL,11:30,20191118194400443
False,0.955,True,US,02/16/2014,1965, ,CLT,06:00,20191118194400754
True,1.278,False,US,09/16/2014,2056,N288AY,CLT,12:50,20191118194416023
False,1.195,False,US,08/23/2014,738,N963UW,PHL,17:30,20191118194410363
False,0.189,False,US,05/03/2014,1767,N170US,CLT,12:45,20191118194410897
False,1.892,False,US,04/17/2014,1819,N955UW,PHL,10:30,20191118194405396
False,2.483,True,US,01/10/2014,2145,N946UW,LGA,11:00,20191118194403465
False,0.878,True,US,10/24/2014,2139,N961UW,LGA,08:00,20191118194402711
False,2.397,False,US,04/24/2014,657,N672AW,CLT,09:50,20191118194405747
False,0.43,False,US,07/25/2014,2123,N765US,DCA,17:00,20191118194418107
False,1.838,False,US,10/09/2014,2159,N958UW,LGA,18:00,20191118194401919
False,0.281,False,US,07/10/2014,2145,N946UW,LGA,11:00,20191118194417302
False,1.683,True,US,12/25/2014,626,N548UW,CLT,12:50,20191118194413473
True,1.884,True,US,07/03/2014,2147,N947UW,LGA,12:00,20191118194416965
False,1.596,False,US,06/12/2014,1886, ,PHL,20:30,20191118194414235
False,2.817,False,US,09/10/2014,1909,N951UW,PHL,05:30,20191118194415710
False,0.837,False,US,06/16/2014,2070,N575UW,CLT,12:50,20191118194414434
False,1.437,True,US,12/25/2014,1788,N546UW,CLT,19:10,20191118194413478
False,2.655,True,US,01/19/2014,2119,N705UW,DCA,14:00,20191118194403881
False,1.704,True,US,10/11/2014,2080,N764US,CLT,17:05,20191118194401999
False,2.514,False,US,06/24/2014,647,N657AW,PHX,06:25,20191118194414849
False,1.943,False,US,05/03/2014,1837,N118US,CLT,14:35,20191118194410903
False,0.928,True,US,09/30/2014,2153,N953UW,LGA,15:00,20191118194416784
False,2.633,False,US,06/20/2014,2135,N959UW,LGA,06:45,20191118194414700
False,0.277,False,US,04/18/2014,728,N947UW,PHL,17:30,20191118194405445
False,2.21,True,US,10/23/2014,2033,N951UW,PHL,12:30,20191118194402628
True,2.418,False,US,07/24/2014,2115,N742PS,DCA,13:00,20191118194418040
False,0.17,True,US,07/05/2014,639,N604AW,PHX,16:30,20191118194417004
True,1.901,False,US,02/06/2014,1701,N958UW,PHL,08:30,20191118194400246
False,2.697,False,US,04/14/2014,1799,N163US,CLT,14:35,20191118194405212
False,1.129,False,US,01/08/2014,2133, ,LGA,06:00,20191118194403339
False,1.402,False,US,10/18/2014,2013,N111US,CLT,11:10,20191118194402368
False,2.27,True,US,05/28/2014,2105,N825AW,DCA,08:00,20191118194412186
True,1.646,True,US,10/08/2014,2123,N753US,DCA,17:00,20191118194401839
False,2.848,False,US,11/03/2014,2111,N804AW,DCA,11:00,20191118194406205
False,0.838,True,US,01/29/2014,2143,N958UW,LGA,10:00,20191118194404395
False,0.803,True,US,09/02/2014,2033,N965UW,PHL,12:30,20191118194415290
False,1.357,False,US,01/15/2014,2123,N751UW,DCA,16:00,20191118194403691
False,0.256,True,US,11/28/2014,1953,N762US,CLT,17:00,20191118194407470
False,1.433,True,US,01/18/2014,824,N958UW,PHL,12:30,20191118194403841
False,2.562,True,US,01/29/2014,553, ,PHL,07:00,20191118194404348
False,2.386,False,US,07/20/2014,408,N640AW,PHX,06:25,20191118194417776
False,0.082,True,US,04/30/2014,1700,N163US,CLT,11:13,20191118194406060
False,1.418,True,US,09/06/2014,2101,N954UW,DCA,06:00,20191118194415525
False,0.975,False,US,01/28/2014,824,N946UW,PHL,12:30,20191118194404300
False,1.836,False,US,01/08/2014,2131,N756US,DCA,20:00,20191118194403338
False,1.857,False,US,04/18/2014,2139,N756US,LGA,08:00,20191118194405487
False,1.026,False,US,01/12/2014,1799,N173US,CLT,14:35,20191118194403514
True,2.568,False,US,07/08/2014,1755,N944UW,PHL,19:30,20191118194417143
False,2.794,True,US,05/10/2014,2109,N955UW,DCA,10:00,20191118194411280
False,0.32,True,US,08/22/2014,1701,N959UW,PHL,08:30,20191118194410307
False,2.874,False,US,08/14/2014,2147,N961UW,LGA,12:00,20191118194409915
False,2.571,False,US,05/08/2014,1904,N815AW,CLT,05:00,20191118194411158
False,2.875,False,US,03/21/2014,752,N285AY,CLT,07:40,20191118194408621
False,1.99,True,US,08/27/2014,672,N541UW,PHL,07:30,20191118194410547
False,1.599,True,US,12/25/2014,2073,N965UW,PHL,15:30,20191118194413485
False,2.894,False,US,10/20/2014,2123,N757UW,DCA,17:00,20191118194402459
True,0.984,True,US,04/15/2014,1809,N957UW,PHL,09:30,20191118194405273
False,2.464,False,US,07/25/2014,2113, ,DCA,12:00,20191118194418102
False,1.505,True,US,08/06/2014,2107,N752US,DCA,09:00,20191118194409457
False,0.605,False,US,04/17/2014,2133,N948UW,LGA,06:00,20191118194405423
False,0.235,False,US,07/18/2014,629,N552UW,PHX,16:30,20191118194417692
False,1.773,False,US,07/13/2014,2129,N802AW,DCA,20:00,20191118194417434
False,1.684,False,US,04/18/2014,2123,N766US,DCA,17:00,20191118194405479
False,0.588,False,US,09/04/2014,2111,N823AW,DCA,11:00,20191118194415419
True,2.284,True,US,10/16/2014,1827,N967UW,PHL,11:30,20191118194402249
False,2.338,False,US,10/27/2014,1886,N819AW,PHL,20:30,20191118194402809
False,1.214,True,US,10/29/2014,1701,N944UW,PHL,08:30,20191118194402921
False,2.417,False,US,04/03/2014,2117,N764US,DCA,14:00,20191118194404676
False,1.228,False,US,10/19/2014,2155,N952UW,LGA,16:00,20191118194402417
False,2.548,True,US,07/03/2014,629,N199UW,PHX,16:30,20191118194416916
False,1.703,True,US,12/24/2014,1856,N672AW,PHX,09:40,20191118194413463
False,1.079,True,US,03/12/2014,2153,N955UW,LGA,15:00,20191118194408167
True,2.454,True,US,10/01/2014,2125,N745VJ,DCA,18:00,20191118194401469
False,2.991,True,US,11/24/2014,1918,N954UW,PHL,19:30,20191118194407292
True,2.074,True,US,11/17/2014,1953,N838AW,CLT,17:00,20191118194406931
False,1.006,False,US,02/23/2014,524,N824AW,PHX,10:00,20191118194401091
False,2.332,False,US,09/22/2014,2159,N955UW,LGA,18:00,20191118194416363
False,1.467,False,US,02/06/2014,2051,N564UW,PHL,06:30,20191118194400260
False,1.654,False,US,08/25/2014,2109,N808AW,DCA,10:00,20191118194410456
False,0.545,True,US,12/23/2014,2107,N967UW,DCA,09:00,20191118194413435
False,0.861,False,US,08/05/2014,1701,N947UW,PHL,08:30,20191118194409377
False,0.272,False,US,09/12/2014,543,N104UW,PHL,06:30,20191118194415813
False,2.694,False,US,01/28/2014,854,N715UW,PHL,14:30,20191118194404301
False,0.224,False,US,11/22/2014,669,N757UW,PHL,09:30,20191118194407207
False,2.632,False,US,09/24/2014,2151,N946UW,LGA,14:00,20191118194416476
True,1.287,True,US,03/20/2014,738,N952UW,PHL,19:30,20191118194408556
False,1.183,True,US,06/04/2014,1799,N561UW,CLT,14:35,20191118194413795
False,1.295,True,US,11/01/2014,2013,N822AW,CLT,11:10,20191118194406125
False,2.836,False,US,10/10/2014,629,N184US,PHX,16:35,20191118194401924
False,2.371,False,US,11/12/2014,1918,N948UW,PHL,19:30,20191118194406683
True,0.759,False,US,12/20/2014,601,N654AW,PHX,16:20,20191118194413331
False,2.333,False,US,08/15/2014,1827,N957UW,PHL,11:30,20191118194409945
False,0.059,False,US,07/10/2014,2129,N758US,DCA,20:00,20191118194417294
False,2.72,False,US,02/07/2014,1701,N951UW,PHL,08:30,20191118194400306
False,0.63,False,US,01/26/2014,2147,N958UW,LGA,12:00,20191118194404231
False,0.416,False,US,04/29/2014,2117,N763US,DCA,14:00,20191118194406028
False,1.295,True,US,05/28/2014,2147, ,LGA,12:00,20191118194412207
False,2.768,False,US,11/11/2014,2163,N961UW,LGA,20:00,20191118194406658
False,1.15,False,US,11/05/2014,2131,N755US,DCA,21:00,20191118194406336
False,1.859,True,US,06/05/2014,2153,N958UW,LGA,15:00,20191118194413896
